place_id,place_name,region,category,verification_status,request_tier,image_file_name,tourist_name,tourist_name_en,captured_at,latitude,longitude,resolution
jeju_roadview_place_014,제주교육박물관,제주시,indoor,partial,priority_visual_review_sample,EDUMU-2-015,제주교육박물관,EDUMU,2022-08-09 13:38,33.494619444444446,126.53798330555556,6720*3360
jeju_roadview_place_014,제주교육박물관,제주시,indoor,partial,priority_visual_review_sample,EDUMU-2-024,제주교육박물관,EDUMU,2022-08-09 13:44,33.494619444444446,126.537925,6720*3360
jeju_roadview_place_014,제주교육박물관,제주시,indoor,partial,priority_visual_review_sample,EDUMU-3-004,제주교육박물관,EDUMU,2022-08-09 14:00,33.49406663888889,126.53781108333334,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-1-001,제주도립김창열미술관,KIMCHANG,2022-08-11 13:27,33.33858886111111,126.26936941666666,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-1-009,제주도립김창열미술관,KIMCHANG,2022-08-11 13:33,33.33909722222222,126.26897219444444,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-1-018,제주도립김창열미술관,KIMCHANG,2022-08-11 14:02,33.338883305555555,126.26867219444445,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-1-026,제주도립김창열미술관,KIMCHANG,2022-08-11 14:08,33.33873333333334,126.26958888888889,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-2-005,제주도립김창열미술관,KIMCHANG,2022-08-11 13:45,33.33916941666667,126.26865277777777,6720*3360
jeju_roadview_place_025,제주도립김창열미술관,제주시,indoor,partial,priority_visual_review_sample,KIMCHANG-2-013,제주도립김창열미술관,KIMCHANG,2022-08-11 13:50,33.33914719444444,126.26868611111111,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-1-001,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 10:25,33.506119416666664,126.53055275,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-1-019,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 11:15,33.50631111111111,126.53138886111111,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-2-009,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 10:46,33.506305527777776,126.5314638888889,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-2-026,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 11:00,33.50633608333333,126.5316666388889,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-3-002,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 11:18,33.50644722222222,126.53129441666667,6720*3360
jeju_roadview_place_013,제주민속자연사박물관,제주시,indoor,partial,priority_visual_review_sample,JEJUFOLKMU-4-013,제주민속자연사박물관,JEJUFOLKMU,2022-08-09 12:28,33.50604441666667,126.53120555555556,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-1-002,제주삼양동유적,SAMYANGRUINS,2022-08-09 10:20,33.52290555555555,126.58832222222222,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-1-008,제주삼양동유적,SAMYANGRUINS,2022-08-09 10:30,33.522999999999996,126.58808608333332,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-1-015,제주삼양동유적,SAMYANGRUINS,2022-08-09 10:40,33.52323888888889,126.58800275,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-1-023,제주삼양동유적,SAMYANGRUINS,2022-08-09 10:50,33.52303608333333,126.58747497222221,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-1-030,제주삼양동유적,SAMYANGRUINS,2022-08-09 11:00,33.52321108333333,126.58700552777778,6720*3360
jeju_roadview_place_010,제주삼양동유적,제주시,culture,partial,priority_visual_review_sample,SAMYANGRUINS-2-003,제주삼양동유적,SAMYANGRUINS,2022-08-09 10:43,33.52308333333333,126.58767219444444,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-1-001,제주아트센터,ARTCENTER,2022-08-10 12:20,33.47559719444445,126.51536386111111,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-1-006,제주아트센터,ARTCENTER,2022-08-10 12:23,33.475858305555555,126.51520833333333,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-2-002,제주아트센터,ARTCENTER,2022-08-10 12:29,33.47566663888889,126.51506663888888,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-2-007,제주아트센터,ARTCENTER,2022-08-10 12:39,33.47519722222222,126.51565,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-2-012,제주아트센터,ARTCENTER,2022-08-10 12:48,33.47531941666667,126.51522777777778,6720*3360
jeju_roadview_place_017,제주아트센터,제주시,indoor,partial,priority_visual_review_sample,ARTCENTER-2-017,제주아트센터,ARTCENTER,2022-08-10 12:57,33.475302750000004,126.51537775,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-1-001,제주웰컴센터,WELCOME,2022-09-20 13:45,33.486088861111114,126.49949722222222,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-2-002,제주웰컴센터,WELCOME,2022-09-20 13:46,33.486469416666665,126.49998611111111,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-2-005,제주웰컴센터,WELCOME,2022-09-20 13:49,33.48608052777778,126.49936111111111,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-2-007,제주웰컴센터,WELCOME,2022-09-20 13:48,33.486497194444446,126.49971386111112,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-2-010,제주웰컴센터,WELCOME,2022-09-20 13:44,33.48622775,126.49943608333334,6720*3360
jeju_roadview_place_084,제주웰컴센터,제주시,indoor,partial,priority_visual_review_sample,WELCOME-2-013,제주웰컴센터,WELCOME,2022-09-20 13:45,33.48625830555556,126.49940830555556,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-1-001,제주현대미술관,JEJUCONTEM,2022-08-11 14:35,33.33826944444445,126.26562777777778,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-1-007,제주현대미술관,JEJUCONTEM,2022-08-11 14:41,33.339669416666666,126.2658,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-1-013,제주현대미술관,JEJUCONTEM,2022-08-11 15:14,33.33776666666667,126.26655552777778,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-1-019,제주현대미술관,JEJUCONTEM,2022-08-11 15:33,33.337502750000006,126.26706944444445,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-2-002,제주현대미술관,JEJUCONTEM,2022-08-11 14:51,33.33967775,126.26564722222223,6720*3360
jeju_roadview_place_024,제주현대미술관,제주시,indoor,partial,priority_visual_review_sample,JEJUCONTEM-2-008,제주현대미술관,JEJUCONTEM,2022-08-11 15:01,33.33972777777778,126.26567777777778,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-001,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:04,33.39023888888889,126.23798611111111,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-011,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:09,33.39004444444444,126.23757222222223,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-022,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:17,33.38955,126.23770830555556,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-032,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:21,33.38883888888889,126.238375,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-043,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:26,33.389561083333334,126.23836386111111,6720*3360
jeju_roadview_place_105,한림공원(아열대식물원),제주시,rest_area,partial,priority_visual_review_sample,HALLIMPAGARDEN-1-053,한림공원(아열대식물원),HALLIMPAGARDEN,2022-09-30 10:30,33.38909722222222,126.23854166666666,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-1-001,휴애리자연생활공원,HUEREE,2022-09-28 10:04,33.308658305555554,126.63359444444446,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-1-018,휴애리자연생활공원,HUEREE,2022-09-28 10:15,33.308363888888884,126.63465275,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-1-035,휴애리자연생활공원,HUEREE,2022-09-28 10:25,33.30985833333333,126.63631944444445,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-1-053,휴애리자연생활공원,HUEREE,2022-09-28 10:19,33.30969722222222,126.63428330555556,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-1-070,휴애리자연생활공원,HUEREE,2022-09-28 10:11,33.30907497222222,126.63469719444446,6720*3360
jeju_roadview_place_096,휴애리자연생활공원,서귀포시,rest_area,partial,priority_visual_review_sample,HUEREE-4-001,휴애리자연생활공원,HUEREE,2022-09-28 10:06,33.308797194444445,126.63387222222222,6720*3360
