SEQ,TOURIST_NM,TOURIST_EN,TOURIST_ADDR,TOURIST_TEL,TOURIST_DTOIL,TOURIST_DPARK,TOURIST_LNET,TOURIST_NURSING,TOURIST_REST
1,제주문학관,Jeju Literature Museum,제주특별자치도 제주시 연북로 339,064-710-3490,1,2,Y,N,Y
